epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,3872.62,1.07824,0.52755,1.78692,0.96272,0.95919,0.98677,0.84985,1.24959,0.52282,1.71478,0.003763,0.003763,0.003763
65,3932.16,1.0866,0.53612,1.78168,0.97274,0.95549,0.98634,0.85408,1.23925,0.52129,1.71387,0.003664,0.003664,0.003664
66,3991.63,1.0753,0.52646,1.78325,0.94834,0.96713,0.98461,0.84853,1.24397,0.51927,1.70797,0.003565,0.003565,0.003565
67,4051.27,1.07026,0.52174,1.78476,0.96118,0.96754,0.98694,0.8511,1.22708,0.50968,1.705,0.003466,0.003466,0.003466
68,4110.83,1.05302,0.50671,1.77472,0.959,0.96271,0.9871,0.85741,1.21539,0.51254,1.70219,0.003367,0.003367,0.003367
69,4170.86,1.05499,0.50922,1.77365,0.95277,0.97144,0.98677,0.85432,1.22642,0.50405,1.70992,0.003268,0.003268,0.003268
70,4230.44,1.04649,0.51131,1.77562,0.95291,0.97111,0.98719,0.85737,1.20753,0.505,1.7029,0.003169,0.003169,0.003169
71,4290.2,1.03577,0.50194,1.77086,0.95083,0.97795,0.98697,0.86062,1.21523,0.49714,1.71124,0.00307,0.00307,0.00307
72,4349.85,1.03904,0.49929,1.7717,0.96003,0.97421,0.98702,0.85888,1.21734,0.50259,1.70902,0.002971,0.002971,0.002971
73,4409.33,1.0382,0.49869,1.76951,0.968,0.97397,0.98874,0.85926,1.21431,0.49635,1.70411,0.002872,0.002872,0.002872
74,4468.9,1.0238,0.49083,1.76059,0.97052,0.96657,0.98862,0.85807,1.21385,0.49343,1.70284,0.002773,0.002773,0.002773
75,4528.68,1.02267,0.49125,1.76317,0.96566,0.9736,0.98907,0.86016,1.21257,0.49472,1.7006,0.002674,0.002674,0.002674
76,4588.3,1.0153,0.48748,1.76448,0.97287,0.96771,0.98783,0.86232,1.20402,0.49205,1.69685,0.002575,0.002575,0.002575
77,4647.86,1.01503,0.49324,1.7671,0.96309,0.96509,0.98779,0.86129,1.20874,0.49307,1.70502,0.002476,0.002476,0.002476
78,4707.39,1.02147,0.48859,1.76608,0.96697,0.97237,0.98884,0.86101,1.21464,0.4818,1.70461,0.002377,0.002377,0.002377
79,4767.03,1.00858,0.48122,1.76148,0.9594,0.96913,0.98727,0.86294,1.19661,0.4852,1.6982,0.002278,0.002278,0.002278
80,4826.46,0.99781,0.47554,1.76017,0.95898,0.97453,0.98752,0.86257,1.20243,0.48008,1.6997,0.002179,0.002179,0.002179
81,4886.13,0.99082,0.47871,1.7537,0.94438,0.97189,0.98379,0.86224,1.19503,0.49373,1.69742,0.00208,0.00208,0.00208
82,4945.63,0.99021,0.47172,1.75543,0.96035,0.97151,0.98757,0.864,1.19546,0.48371,1.6969,0.001981,0.001981,0.001981
83,5005.27,0.98373,0.47327,1.75365,0.9513,0.97662,0.98685,0.86518,1.19192,0.48771,1.69635,0.001882,0.001882,0.001882
84,5064.9,0.98507,0.46812,1.75274,0.96674,0.96889,0.9879,0.86637,1.19068,0.48348,1.69479,0.001783,0.001783,0.001783
85,5124.32,0.97348,0.46442,1.75201,0.96108,0.97679,0.98835,0.86609,1.19464,0.48061,1.69469,0.001684,0.001684,0.001684
86,5183.96,0.96444,0.45556,1.74945,0.95826,0.98002,0.9882,0.86575,1.19202,0.47546,1.69438,0.001585,0.001585,0.001585
87,5243.74,0.96703,0.45385,1.75013,0.96639,0.96245,0.98814,0.86645,1.18703,0.47408,1.69411,0.001486,0.001486,0.001486
88,5303.34,0.95639,0.45047,1.74677,0.96301,0.97362,0.98854,0.86622,1.18739,0.47512,1.69291,0.001387,0.001387,0.001387
89,5362.96,0.95845,0.44969,1.74872,0.96884,0.96833,0.98815,0.86536,1.18267,0.47582,1.69059,0.001288,0.001288,0.001288
90,5422.41,0.94685,0.44762,1.73978,0.96573,0.97039,0.98772,0.86692,1.18562,0.47638,1.69108,0.001189,0.001189,0.001189
91,5500.48,0.93437,0.39421,1.71182,0.97224,0.95803,0.98672,0.86506,1.18495,0.47745,1.6923,0.00109,0.00109,0.00109
92,5559.51,0.92036,0.38755,1.70265,0.96564,0.97021,0.98854,0.86836,1.18284,0.47036,1.69387,0.000991,0.000991,0.000991
93,5618.48,0.91243,0.37965,1.70747,0.96053,0.97653,0.98844,0.86632,1.18201,0.47363,1.69494,0.000892,0.000892,0.000892
94,5677,0.9029,0.37401,1.69777,0.9618,0.97654,0.98875,0.86809,1.17839,0.46882,1.69448,0.000793,0.000793,0.000793
95,5735.78,0.89158,0.36902,1.69585,0.97079,0.96951,0.98912,0.86948,1.17475,0.47021,1.69359,0.000694,0.000694,0.000694
96,5794.74,0.88379,0.36397,1.69466,0.96309,0.98042,0.98947,0.87003,1.17501,0.4671,1.69297,0.000595,0.000595,0.000595
97,5853.62,0.87828,0.35998,1.69318,0.97023,0.97593,0.98952,0.87072,1.17008,0.46245,1.69222,0.000496,0.000496,0.000496
98,5912.27,0.86836,0.35778,1.6849,0.96529,0.9765,0.98921,0.87166,1.16802,0.46393,1.68972,0.000397,0.000397,0.000397
99,5971.26,0.86164,0.35683,1.68836,0.96448,0.98094,0.98961,0.87167,1.17121,0.4674,1.69018,0.000298,0.000298,0.000298
100,6030.1,0.85603,0.34899,1.68241,0.96546,0.97487,0.98915,0.87091,1.1708,0.46663,1.68944,0.000199,0.000199,0.000199
